,Ts,is,ip,mp,iref,far,zt,zc1,zc2,zc3,fp,pa,symbol,bool,date
3717,53:458:499:228,-4978,223429,31.31,31.32,31.29,N,0,0,0,1.0,0.0003192848020434726,449,1,4
3718,53:461:166:180,-3847,542571,39.27,39.28,39.25,N,8,0,8,1.0,0.00025458248472500026,278,1,4
3719,53:511:615:896,-3847,542571,39.27,39.28,39.25,N,8,0,8,1.0,0.00025458248472500026,278,1,4
3720,53:562:048:907,-3847,542571,39.27,39.28,39.25,N,8,0,8,1.0,0.00025458248472500026,278,1,4
3721,53:583:834:429,-33464,62141,32.0,32.02,32.0,N,158,0,4,1.0,0.00062460961898823,234,1,4
3722,53:612:506:801,-3847,542571,39.27,39.28,39.25,N,8,0,8,1.0,0.00025458248472500026,278,1,4
3723,53:702:284:896,7434,133967,43.24,43.2,43.28,N,0,0,0,1.0,0.0009259259259259061,369,0,4
3724,53:731:566:630,-28312,382413,47.67,47.69,47.67,N,76,2,0,1.0,0.00041937513105464504,8,1,4
3725,53:733:019:340,-3847,542571,39.27,39.28,39.25,N,8,0,8,1.0,0.00025458248472500026,278,1,4
3726,53:781:866:223,-4978,223429,31.31,31.32,31.29,N,0,0,0,1.0,0.0003192848020434726,449,1,4
3727,53:791:441:361,-3847,542571,39.27,39.28,39.25,N,8,0,8,1.0,0.00025458248472500026,278,1,4
3728,53:826:790:800,-28312,382413,47.67,47.69,47.67,N,76,2,0,1.0,0.00041937513105464504,8,1,4
3729,53:845:804:176,-3847,542571,39.27,39.28,39.25,N,8,0,8,1.0,0.00025458248472500026,278,1,4
3730,54:068:714:987,7368,134033,43.24,43.2,43.28,N,0,0,0,1.0,0.0009259259259259061,369,0,4
3731,54:115:654:205,-12499,75554,26.28,26.29,26.27,N,0,0,0,1.0,0.00038037276530992814,510,1,4
3732,54:187:391:093,-4978,223429,31.31,31.32,31.29,N,0,0,0,1.0,0.0003192848020434726,449,1,4
3733,54:234:340:170,-3847,542571,39.27,39.28,39.25,N,8,0,8,1.0,0.00025458248472500026,278,1,4
3734,54:295:644:241,-33363,62242,32.0,32.02,32.0,N,158,0,4,1.0,0.00062460961898823,234,1,4
3735,54:323:270:552,7368,134033,43.24,43.2,43.28,N,0,0,0,1.0,0.0009259259259259061,369,0,4
3736,54:698:530:448,3982,97440,67.84,67.82,67.84,N,0,0,0,1.0,0.0002948982601004163,519,0,4
3737,54:749:394:056,3982,97440,67.84,67.82,67.84,N,0,0,0,1.0,0.0002948982601004163,519,0,4
3738,54:759:789:537,7368,134033,43.24,43.2,43.28,N,0,0,0,1.0,0.0009259259259259061,369,0,4
3739,54:802:179:062,-33363,62242,32.0,32.02,32.0,N,158,0,4,1.0,0.00062460961898823,234,1,4
3740,54:807:912:171,-12074,75979,26.28,26.29,26.27,N,0,0,0,1.0,0.00038037276530992814,510,1,4
3741,54:825:595:472,7368,134033,43.24,43.2,43.28,N,0,0,0,1.0,0.0009259259259259061,369,0,4
3742,54:853:916:673,-4717,223690,31.31,31.32,31.29,N,0,0,0,1.0,0.0003192848020434726,449,1,4
3743,55:013:383:707,4323,35612,72.91,72.9,73.1,N,0,0,0,1.0,0.00013717421124816056,79,0,4
3744,55:091:694:809,-6720,30621,25.89,25.91,25.89,N,0,0,0,1.0,0.0007719027402547115,225,1,4
3745,55:107:878:025,-33363,62242,32.0,32.02,32.0,N,158,0,4,1.0,0.00062460961898823,234,1,4
3746,55:129:200:819,-12578,138998,10.3,10.31,10.29,N,0,0,0,1.0,0.0009699321047526466,465,1,4
3747,45:009:512:080,-5649,81990,693.42,694.01,692.42,N,0,0,0,1.0,0.0008501318424807018,433,1,5
3748,45:009:945:358,-1079,68013,420.29,420.48,420.25,N,184,15,85,1.0,0.0004518645357686399,315,1,5
3749,45:010:602:413,-35683,169767,59.5,59.59,59.33,N,0,0,0,1.0,0.0015103205235778387,509,1,5
3750,45:011:950:465,3820,81639,38.07,38.05,38.14,N,0,0,0,1.0,0.000525624178712303,253,0,5
3751,45:013:178:462,-3521,47261,686.3,686.84,685.75,N,1,0,1,1.0,0.0007862093063887911,379,1,5
3752,45:016:429:637,5048,30484,422.28,422.05,422.38,N,5,0,5,1.0,0.0005449591280653035,564,0,5
3753,45:017:198:785,-22147,59063,19.09,19.14,19.02,N,0,0,0,1.0,0.002612330198537132,134,1,5
3754,45:032:864:666,9853,34823,48.88,48.88,49.13,N,0,0,0,1.0,0.0,542,0,5
3755,45:059:652:687,-1079,68013,420.29,420.48,420.25,N,184,15,85,1.0,0.0004518645357686399,315,1,5
3756,45:060:718:611,-35683,169767,59.5,59.59,59.33,N,0,0,0,1.0,0.0015103205235778387,509,1,5
3757,45:061:778:780,3820,81639,38.07,38.05,38.14,N,0,0,0,1.0,0.000525624178712303,253,0,5
3758,45:063:501:001,-3521,47261,686.3,686.84,685.75,N,1,0,1,1.0,0.0007862093063887911,379,1,5
3759,45:064:113:552,-3238,129820,375.19,375.29,375.04,N,22,9,3,1.0,0.0002664606037997888,279,1,5
3760,45:064:788:532,12574,142252,33.5,33.46,33.55,N,0,0,0,1.0,0.0011954572624028436,111,0,5
3761,45:064:879:457,-7017,43900,24.78,24.82,24.78,N,0,0,0,1.0,0.0016116035455277658,418,1,5
3762,45:066:620:262,688,10416,154.78,154.74,155.1,N,0,0,0,1.0,0.0002584981258885359,304,0,5
3763,45:067:588:403,5048,30484,422.28,422.05,422.38,N,5,0,5,1.0,0.0005449591280653035,564,0,5
3764,45:067:848:547,-22147,59063,19.09,19.14,19.02,N,0,0,0,1.0,0.002612330198537132,134,1,5
3765,45:081:575:132,-29123,419983,166.97,167.18,166.97,N,0,0,0,1.0,0.001256131116162268,12,1,5
3766,45:083:949:893,9853,34823,48.88,48.88,49.13,N,0,0,0,1.0,0.0,542,0,5
3767,45:085:133:270,2514,33294,82.76,82.68,82.84,N,0,0,0,1.0,0.0009675858732462299,490,0,5
3768,45:111:746:553,3820,81639,38.07,38.05,38.14,N,0,0,0,1.0,0.000525624178712303,253,0,5
3769,45:114:882:183,-3238,129820,375.19,375.29,375.04,N,22,9,3,1.0,0.0002664606037997888,279,1,5
3770,45:115:015:853,12574,142252,33.5,33.46,33.55,N,0,0,0,1.0,0.0011954572624028436,111,0,5
3771,45:115:066:651,-7017,43900,24.78,24.82,24.78,N,0,0,0,1.0,0.0016116035455277658,418,1,5
3772,45:116:995:859,3385,197090,34.71,34.67,34.72,N,198,2,32,0.0,0.0011537352177674977,270,0,5
3773,45:135:297:624,2514,33294,82.76,82.68,82.84,N,0,0,0,1.0,0.0009675858732462299,490,0,5
3774,45:146:832:206,12393,153506,244.83,244.57,244.83,N,0,0,0,1.0,0.0010630903217893417,107,0,5
3775,45:155:172:068,1140,40481,166.36,166.3,166.45,N,0,0,0,1.0,0.00036079374624174547,68,0,5
3776,45:165:380:987,-7017,43900,24.78,24.82,24.78,N,0,0,0,1.0,0.0016116035455277658,418,1,5
3777,45:166:995:775,3385,197090,34.71,34.67,34.72,N,198,2,32,0.0,0.0011537352177674977,270,0,5
3778,45:168:675:710,-4107,207105,149.83,149.86,149.8,N,156,0,0,1.0,0.00020018684105165577,367,1,5
3779,45:177:797:147,-31335,445800,185.46,185.64,185.32,N,135,0,0,1.0,0.0009696186166773239,520,1,5
3780,45:192:992:623,-2287,57735,86.32,86.39,86.22,N,0,0,0,1.0,0.0008102789674731726,123,1,5
3781,45:196:057:103,-1932,1468021,223.54,223.55,223.52,N,55,10,39,1.0,4.473272198621931e-05,177,1,5
3782,45:197:638:336,12393,153506,244.83,244.57,244.83,N,0,0,0,1.0,0.0010630903217893417,107,0,5
3783,45:198:468:711,-7772,46358,20.41,20.42,20.36,N,0,0,0,1.0,0.0004897159647405271,113,1,5
3784,45:199:049:517,3820,81639,38.07,38.05,38.14,N,0,0,0,1.0,0.000525624178712303,253,0,5
3785,45:202:710:283,-5203,12328,44.43,44.47,44.38,N,0,0,0,1.0,0.0008994827973914807,297,1,5
3786,45:205:971:767,1140,40481,166.36,166.3,166.45,N,0,0,0,1.0,0.00036079374624174547,68,0,5
3787,45:214:470:888,3867,9005,35.0,34.94,35.0,N,95,2,92,1.0,0.0017172295363480903,375,0,5
3788,45:218:355:859,923,20946,359.71,359.57,360.31,N,2,0,2,1.0,0.00038935395055201036,321,0,5
3789,45:219:413:842,-1579,240230,479.83,480.07,479.73,N,12,0,12,1.0,0.0004999270939654824,256,1,5
3790,45:224:792:724,-22147,59063,19.09,19.14,19.02,N,0,0,0,1.0,0.002612330198537132,134,1,5
3791,45:228:378:743,-31335,445800,185.46,185.64,185.32,N,135,0,0,1.0,0.0009696186166773239,520,1,5
3792,45:246:747:023,-1871,1468082,223.54,223.55,223.52,N,55,10,39,1.0,4.473272198621931e-05,177,1,5
3793,45:250:605:358,-14369,610146,126.38,126.39,126.37,N,103,13,55,1.0,7.912018355886634e-05,506,1,5
3794,45:250:809:890,-17720,1374395,281.96,282.08,281.94,N,30,3,26,1.0,0.00042541123085651077,361,1,5
3795,45:264:153:338,3867,9005,35.0,34.94,35.0,N,95,2,92,1.0,0.0017172295363480903,375,0,5
3796,45:269:250:586,923,20946,359.71,359.57,360.31,N,2,0,2,1.0,0.00038935395055201036,321,0,5
3797,45:270:286:566,-1495,240314,480.02,480.11,479.73,N,12,0,12,1.0,0.0001874570410948154,256,1,5
3798,45:290:987:721,-1309,69433,93.51,93.53,93.5,N,0,0,0,1.0,0.00021383513311232783,340,1,5
3799,45:300:969:984,-17720,1374395,281.96,282.08,281.94,N,30,3,26,1.0,0.00042541123085651077,361,1,5
3800,45:303:964:678,-1674,401969,259.15,259.34,258.93,N,6,3,1,1.0,0.0007326289812601131,77,1,5
3801,45:305:045:836,-5980,44791,24.78,24.8,24.78,N,0,0,0,1.0,0.0008064516129032086,418,1,5
3802,45:327:119:410,-114550,2161573,51.48,51.53,51.47,N,129,0,2,1.0,0.0009703085581215654,255,1,5
3803,45:337:661:178,-38261,575440,8.94,8.95,8.93,N,163,0,7,1.0,0.0011173184357541662,376,1,5
3804,45:354:373:153,-1674,401969,259.15,259.34,258.93,N,6,3,1,1.0,0.0007326289812601131,77,1,5
3805,45:360:392:191,-30571,550024,77.41,77.49,77.33,N,158,0,0,1.0,0.0010323912762936933,314,1,5
3806,45:366:407:984,-19545,202974,91.51,91.54,91.51,N,0,0,0,1.0,0.0003277255844439713,446,1,5
3807,45:376:986:908,-49762,2800726,310.47,310.62,310.47,N,10,4,3,1.0,0.0004829051574270081,333,1,5
3808,45:378:830:792,-2838,130220,375.09,375.29,375.06,N,22,9,3,1.0,0.0005329212075995776,279,1,5
3809,45:387:975:865,-38261,575440,8.94,8.95,8.93,N,163,0,7,1.0,0.0011173184357541662,376,1,5
3810,45:410:569:205,-30571,550024,77.41,77.49,77.33,N,158,0,0,1.0,0.0010323912762936933,314,1,5
3811,45:426:315:677,-34113,171177,33.72,33.74,33.72,N,1,0,1,0.0,0.0005927682276230921,455,1,5
3812,45:427:214:182,-5980,44791,24.78,24.8,24.78,N,0,0,0,1.0,0.0008064516129032086,418,1,5
3813,45:447:756:791,-4085,131929,149.26,149.31,149.2,N,212,13,35,1.0,0.0003348737525953477,142,1,5
3814,45:451:781:062,31613,634337,59.78,59.72,59.79,N,0,0,0,1.0,0.0010046885465506074,272,0,5
3815,45:477:050:880,-34113,171177,33.72,33.74,33.72,N,1,0,1,0.0,0.0005927682276230921,455,1,5
3816,45:498:611:987,-4085,131929,149.26,149.31,149.2,N,212,13,35,1.0,0.0003348737525953477,142,1,5
3817,45:502:687:545,31613,634337,59.78,59.72,59.79,N,0,0,0,1.0,0.0010046885465506074,272,0,5
3818,45:510:146:422,103294,983231,61.57,61.55,61.57,N,0,0,0,1.0,0.00032493907392369014,316,0,5
3819,45:515:975:530,-5980,44791,24.78,24.8,24.78,N,0,0,0,1.0,0.0008064516129032086,418,1,5
3820,45:520:837:567,3867,9005,35.0,34.94,35.0,N,95,2,92,1.0,0.0017172295363480903,375,0,5
3821,45:536:952:164,1958,109976,201.5,201.41,201.6,N,179,12,5,1.0,0.0004468497095477057,110,0,5
3822,45:547:047:771,-49454,1221280,158.3,158.44,158.3,N,74,1,0,1.0,0.0008836152486744911,423,1,5
3823,45:575:062:510,3959,50858,35.4,35.36,35.4,N,7,0,6,1.0,0.0011312217194569894,402,0,5
3824,45:589:745:660,-1871,1468082,223.54,223.55,223.52,N,55,10,39,1.0,4.473272198621931e-05,177,1,5
3825,45:597:840:961,-49454,1221280,158.3,158.44,158.3,N,74,1,0,1.0,0.0008836152486744911,423,1,5
3826,45:599:030:624,-5877,211504,127.94,127.96,127.81,N,2,0,2,1.0,0.00015629884338852783,157,1,5
3827,45:612:919:129,-5980,44791,24.78,24.8,24.78,N,0,0,0,1.0,0.0008064516129032086,418,1,5
3828,45:615:301:859,3867,9005,35.0,34.94,35.0,N,95,2,92,1.0,0.0017172295363480903,375,0,5
3829,45:645:500:489,-6879,226739,25.61,25.62,25.61,N,6,0,6,1.0,0.000390320062451271,144,1,5
3830,45:669:131:747,-12710,277123,196.91,197.05,196.85,N,4,0,4,1.0,0.0007104795737123308,227,1,5
3831,45:670:006:668,-54236,1827112,47.51,47.52,47.5,N,249,15,69,1.0,0.0002104377104378181,106,1,5
3832,45:670:721:546,-2481,114372,76.2,76.23,76.2,N,262,15,82,1.0,0.0003935458480913175,96,1,5
3833,45:670:789:029,-7309,105819,26.21,26.22,26.21,N,7,2,4,1.0,0.0003813882532417243,510,1,5
3834,45:671:368:423,-29123,419983,166.97,167.18,166.97,N,0,0,0,1.0,0.001256131116162268,12,1,5
3835,45:672:567:696,-1782,28646,124.91,124.95,124.82,N,5,0,5,1.0,0.0003201280512205382,558,1,5
3836,45:676:961:789,-17720,1374395,281.96,282.08,281.94,N,30,3,26,1.0,0.00042541123085651077,361,1,5
3837,45:683:279:212,-114550,2161573,51.48,51.53,51.47,N,129,0,2,1.0,0.0009703085581215654,255,1,5
3838,45:685:497:363,-17808,481540,137.62,137.68,137.58,N,114,15,69,1.0,0.0004357931435212251,25,1,5
3839,45:687:595:890,-5980,44791,24.78,24.8,24.78,N,0,0,0,1.0,0.0008064516129032086,418,1,5
3840,45:691:936:763,-40557,600881,449.66,449.97,449.66,N,1,0,1,1.0,0.0006889348178767523,11,1,5
3841,45:719:839:848,-12710,277123,196.91,197.05,196.85,N,4,0,4,1.0,0.0007104795737123308,227,1,5
3842,45:720:822:482,-54236,1827112,47.51,47.52,47.5,N,249,15,69,1.0,0.0002104377104378181,106,1,5
3843,45:720:918:727,-2481,114372,76.2,76.23,76.2,N,262,15,82,1.0,0.0003935458480913175,96,1,5
3844,45:720:969:361,-7309,105819,26.21,26.22,26.21,N,7,2,4,1.0,0.0003813882532417243,510,1,5
3845,45:734:200:240,-29123,419983,166.97,167.18,166.97,N,0,0,0,1.0,0.001256131116162268,12,1,5
3846,45:753:536:146,10604,110950,32.39,32.36,32.43,N,0,0,0,1.0,0.0009270704573547941,466,0,5
3847,45:757:084:975,-48370,763268,43.8,43.84,43.77,N,0,0,0,1.0,0.0009124087591242301,522,1,5
3848,45:758:650:667,-2707,49818,46.09,46.12,46.08,N,0,0,0,1.0,0.0006504770164786217,477,1,5
3849,45:759:690:443,-17720,1374395,281.96,282.08,281.94,N,30,3,26,1.0,0.00042541123085651077,361,1,5
3850,45:766:981:555,-5980,44791,24.78,24.8,24.78,N,0,0,0,1.0,0.0008064516129032086,418,1,5
3851,45:771:142:566,-7309,105819,26.21,26.22,26.21,N,7,2,4,1.0,0.0003813882532417243,510,1,5
3852,45:793:338:045,-157745,3292062,55.09,55.13,55.09,N,10,5,4,1.0,0.0007255577725376228,125,1,5
3853,45:794:608:795,-14038,279738,128.84,128.97,128.69,N,101,11,12,1.0,0.0010079863534154878,426,1,5
3854,45:797:667:306,-29840,446986,185.46,185.62,185.32,N,135,0,0,1.0,0.000861976080163757,520,1,5
3855,45:801:326:569,-3481,47301,686.28,686.75,685.75,N,1,0,1,1.0,0.0006843829632326571,379,1,5
3856,45:806:994:492,-48370,763268,43.8,43.84,43.77,N,0,0,0,1.0,0.0009124087591242301,522,1,5
3857,45:821:690:984,-17720,1374395,281.96,282.08,281.94,N,30,3,26,1.0,0.00042541123085651077,361,1,5
3858,45:829:497:739,10956,77273,21.22,21.16,21.24,N,0,0,0,1.0,0.0028355387523628884,535,0,5
3859,45:866:940:918,-1674,401969,259.15,259.34,258.93,N,6,3,1,1.0,0.0007326289812601131,77,1,5
3860,45:869:325:013,-14038,279738,128.84,128.97,128.69,N,101,11,12,1.0,0.0010079863534154878,426,1,5
3861,45:894:179:896,5970,353064,25.57,25.54,25.59,N,0,0,0,1.0,0.0011746280344558002,529,0,5
3862,45:896:916:172,1675,317989,91.55,91.54,91.58,N,3,0,3,1.0,0.00010924186148122028,131,0,5
3863,45:912:131:135,-1193,73405,423.09,423.16,422.94,N,71,11,54,1.0,0.0001654220625769213,129,1,5
3864,45:944:414:113,5970,353064,25.57,25.54,25.59,N,0,0,0,1.0,0.0011746280344558002,529,0,5
3865,45:947:456:775,1675,317989,91.55,91.54,91.58,N,3,0,3,1.0,0.00010924186148122028,131,0,5
3866,45:954:666:456,-4233,415681,65.32,65.33,65.3,N,101,2,98,1.0,0.00015306903413447293,373,1,5
3867,45:979:517:559,-2684,98293,52.73,52.76,52.72,N,184,13,7,1.0,0.0005686125852919094,563,1,5
3868,46:013:897:334,1675,317989,91.55,91.54,91.58,N,3,0,3,1.0,0.00010924186148122028,131,0,5
3869,46:015:533:688,-4737,46034,24.78,24.8,24.78,N,0,0,0,1.0,0.0008064516129032086,418,1,5
3870,46:015:954:515,31613,634337,59.78,59.72,59.79,N,0,0,0,1.0,0.0010046885465506074,272,0,5
3871,46:028:024:435,-3328,73161,42.16,42.18,42.13,N,230,15,59,1.0,0.0004741583688952851,369,1,5
3872,46:051:504:402,-8680,162982,76.84,76.88,76.72,N,61,13,40,1.0,0.000520291363163268,140,1,5
3873,46:056:419:992,-8718,9127,24.75,24.79,24.75,N,243,15,63,0.0,0.0016135538523597882,30,1,5
3874,46:057:558:242,-157745,3292062,55.09,55.13,55.09,N,10,5,4,1.0,0.0007255577725376228,125,1,5
3875,46:064:909:900,1675,317989,91.55,91.54,91.58,N,3,0,3,1.0,0.00010924186148122028,131,0,5
3876,46:068:500:178,-4737,46034,24.78,24.8,24.78,N,0,0,0,1.0,0.0008064516129032086,418,1,5
3877,46:078:825:417,-3328,73161,42.16,42.18,42.13,N,230,15,59,1.0,0.0004741583688952851,369,1,5
3878,46:081:073:890,-14369,610146,126.38,126.39,126.37,N,103,13,55,1.0,7.912018355886634e-05,506,1,5
3879,46:106:532:102,-8718,9127,24.75,24.79,24.75,N,243,15,63,0.0,0.0016135538523597882,30,1,5
3880,46:112:521:625,-157745,3292062,55.09,55.13,55.09,N,10,5,4,1.0,0.0007255577725376228,125,1,5
3881,46:124:627:619,-2953,75794,138.53,138.58,138.37,N,2,0,2,0.0,0.0003608024245923753,99,1,5
3882,46:126:154:240,4006,1210843,116.2,116.2,116.23,N,25,0,25,1.0,0.0,421,0,5
3883,46:127:458:997,-29571,551024,77.41,77.49,77.33,N,158,0,0,1.0,0.0010323912762936933,314,1,5
3884,46:144:933:218,2432,45166,139.88,139.82,140.04,Y,1,0,1,1.0,0.0004291231583464617,436,0,5
3885,46:175:145:962,-2953,75794,138.53,138.58,138.37,N,2,0,2,0.0,0.0003608024245923753,99,1,5
3886,46:180:934:095,-29571,551024,77.41,77.49,77.33,N,158,0,0,1.0,0.0010323912762936933,314,1,5
3887,46:195:672:421,2335,45263,139.88,139.87,140.04,Y,1,0,1,1.0,7.14949596052828e-05,436,0,5
3888,46:208:553:693,-13508,103635,10.4,10.42,10.37,N,0,0,0,1.0,0.0019193857965450647,58,1,5
3889,46:257:252:601,-49454,1221280,158.3,158.44,158.3,N,74,1,0,1.0,0.0008836152486744911,423,1,5
3890,46:259:283:538,-13508,103635,10.4,10.42,10.37,N,0,0,0,1.0,0.0019193857965450647,58,1,5
3891,46:265:083:079,-6879,226739,25.61,25.62,25.61,N,6,0,6,1.0,0.000390320062451271,144,1,5
3892,46:269:622:642,-24625,61254,5.05,5.06,5.02,N,0,0,0,1.0,0.0019762845849801954,306,1,5
3893,46:282:727:145,-2492,130566,375.12,375.37,375.06,N,22,9,3,1.0,0.0006660095372565735,279,1,5
3894,46:298:795:891,-14230,610600,126.38,126.4,126.37,N,103,13,55,1.0,0.00015822784810134676,506,1,5
3895,46:319:188:503,-49454,1221280,158.3,158.44,158.3,N,74,1,0,1.0,0.0008836152486744911,423,1,5
3896,46:334:419:828,-1239,1468264,223.53,223.54,223.52,N,55,10,39,1.0,4.4734723092023374e-05,177,1,5
3897,46:359:523:937,-2337,471549,104.42,104.45,104.4,N,12,0,12,1.0,0.0002872187649593215,151,1,5
3898,46:372:210:140,-4722,80035,35.91,35.93,35.83,N,0,0,0,1.0,0.0005566379070415566,258,1,5
3899,46:374:898:451,-4111,97912,331.78,331.89,331.78,N,10,0,10,1.0,0.0003314351140438508,305,1,5
3900,46:385:932:430,-1239,1468264,223.53,223.54,223.52,N,55,10,39,1.0,4.4734723092023374e-05,177,1,5
3901,46:420:946:993,-12063,275810,104.93,105.03,104.9,N,0,0,0,1.0,0.000952108921260538,171,1,5
3902,46:422:028:983,-3247,53021,60.61,60.65,60.52,N,0,0,0,1.0,0.0006595218466611566,464,1,5
3903,46:422:495:861,-4722,80035,35.91,35.93,35.83,N,0,0,0,1.0,0.0005566379070415566,258,1,5
3904,46:433:055:604,2571,98027,73.93,73.9,73.94,N,4,0,4,1.0,0.00040595399188093553,359,0,5
3905,46:437:366:259,-10721,61903,14.32,14.34,14.31,N,90,15,68,1.0,0.0013947001394699842,507,1,5
3906,46:461:309:659,-2337,471549,104.42,104.45,104.4,N,12,0,12,1.0,0.0002872187649593215,151,1,5
3907,46:464:780:965,8642,49061,90.08,90.0,90.3,N,0,0,0,1.0,0.00088888888888887,517,0,5
3908,46:515:134:399,8642,49061,90.08,90.0,90.3,N,0,0,0,1.0,0.00088888888888887,517,0,5
3909,46:519:401:663,-118870,2157253,51.49,51.53,51.47,N,129,0,2,1.0,0.0007762468464971695,255,1,5
3910,46:522:856:433,4961,354073,25.56,25.55,25.59,N,0,0,0,1.0,0.000391389432485245,529,0,5
3911,46:684:600:987,-13248,214737,632.64,632.94,632.53,N,29,13,6,1.0,0.00047397857616846494,49,1,5
3912,46:699:650:392,-28383,851361,45.79,45.81,45.78,N,192,2,31,1.0,0.00043658589827555395,187,1,5
3913,46:715:570:971,31119,634831,59.78,59.73,59.79,N,0,0,0,1.0,0.0008371002846141682,272,0,5
3914,46:734:743:548,-13248,214737,632.64,632.94,632.53,N,29,13,6,1.0,0.00047397857616846494,49,1,5
3915,46:750:338:188,-28383,851361,45.79,45.81,45.78,N,192,2,31,1.0,0.00043658589827555395,187,1,5
3916,46:755:935:130,-39693,601745,449.66,450.01,449.66,N,1,0,1,1.0,0.000777760494211164,11,1,5
3917,46:828:875:240,-22833,481540,137.62,137.69,137.58,N,114,15,69,1.0,0.0005083884087442311,25,1,5
3918,46:829:990:495,-49386,2801102,310.47,310.62,310.47,N,10,4,3,1.0,0.0004829051574270081,333,1,5
3919,46:839:676:455,-7009,106119,26.21,26.22,26.21,N,7,2,4,1.0,0.0003813882532417243,510,1,5
3920,46:860:990:357,-48610,1222124,158.32,158.44,158.3,N,74,1,0,1.0,0.0007573844988639519,423,1,5
3921,46:914:039:891,-48610,1222124,158.32,158.44,158.3,N,74,1,0,1.0,0.0007573844988639519,423,1,5
3922,46:930:324:773,-4810,232993,137.01,137.04,136.95,N,168,9,0,1.0,0.00021891418563923772,495,1,5
3923,46:930:641:300,-12063,275810,104.93,105.03,104.9,N,0,0,0,1.0,0.000952108921260538,171,1,5
3924,46:965:161:502,14156,104812,83.9,83.86,83.91,N,21,0,21,1.0,0.0004769854519437903,220,0,5
3925,46:993:470:319,-40289,447210,88.33,88.36,88.33,N,1,0,0,1.0,0.00033952014486194135,462,1,5
3926,47:008:153:293,-5568,228050,25.62,25.62,25.61,N,6,0,6,1.0,0.0,144,1,5
3927,47:013:500:963,-8718,9127,24.75,24.79,24.75,N,243,15,63,0.0,0.0016135538523597882,30,1,5
3928,47:015:529:624,-3807,39310,41.33,41.41,41.33,N,0,0,0,1.0,0.0019319005071238421,371,1,5
3929,47:016:014:781,14156,104812,83.9,83.86,83.91,N,21,0,21,1.0,0.0004769854519437903,220,0,5
3930,47:024:638:060,-118870,2157253,51.49,51.53,51.47,N,129,0,2,1.0,0.0007762468464971695,255,1,5
3931,47:049:298:458,-2507,50018,46.09,46.12,46.08,N,0,0,0,1.0,0.0006504770164786217,477,1,5
3932,47:062:191:340,-13302,214800,632.64,632.96,632.53,N,29,13,6,1.0,0.0005055611729020001,49,1,5
3933,47:066:414:788,-3807,39310,41.33,41.41,41.33,N,0,0,0,1.0,0.0019319005071238421,371,1,5
3934,47:074:527:330,-36733,341589,48.09,48.11,48.0,N,0,0,0,1.0,0.0004157139887756396,35,1,5
3935,47:077:658:834,14086,404924,101.02,101.01,101.02,N,1,0,1,1.0,9.900009900000895e-05,132,0,5
3936,47:102:884:766,-2507,50018,46.09,46.12,46.08,N,0,0,0,1.0,0.0006504770164786217,477,1,5
3937,47:110:176:249,-3462,109698,138.5,138.55,138.42,N,162,3,0,1.0,0.0003608805485385158,166,1,5
3938,47:125:877:510,-23660,425548,167.05,167.19,166.98,N,0,0,0,1.0,0.0008373706561396397,12,1,5
3939,47:128:135:514,14086,404924,101.02,101.01,101.02,N,1,0,1,1.0,9.900009900000895e-05,132,0,5
3940,47:128:611:737,4961,354073,25.56,25.55,25.59,N,0,0,0,1.0,0.000391389432485245,529,0,5
3941,47:137:331:237,-13302,214800,632.64,632.96,632.53,N,29,13,6,1.0,0.0005055611729020001,49,1,5
3942,47:140:193:522,-7009,106119,26.21,26.22,26.21,N,7,2,4,1.0,0.0003813882532417243,510,1,5
3943,47:153:489:910,-155381,3294426,55.09,55.13,55.09,N,10,5,4,1.0,0.0007255577725376228,125,1,5
3944,47:160:495:263,-5868,211513,127.94,127.96,127.81,N,2,0,2,1.0,0.00015629884338852783,157,1,5
3945,47:165:933:742,1444,40177,166.31,166.22,166.38,N,0,0,0,1.0,0.0005414510889183216,68,0,5
3946,47:201:246:837,9004,155695,244.83,244.72,244.83,N,0,0,0,1.0,0.0004494932984636059,107,0,5
3947,47:216:733:610,-23660,425548,167.05,167.19,166.98,N,0,0,0,1.0,0.0008373706561396397,12,1,5
3948,47:221:081:166,-8504,9341,24.75,24.79,24.75,N,243,15,63,0.0,0.0016135538523597882,30,1,5
3949,47:222:707:868,-2659,73776,42.16,42.17,42.14,N,230,15,59,1.0,0.00023713540431598567,369,1,5
3950,47:287:620:923,-45172,991567,79.79,79.87,79.76,N,43,0,3,1.0,0.0010016276449229785,335,1,5
3951,47:309:635:607,-33923,171367,33.72,33.75,33.72,N,1,0,1,0.0,0.0008888888888889225,455,1,5
3952,47:319:191:164,-16055,483293,137.62,137.68,137.58,N,114,15,69,1.0,0.0004357931435212251,25,1,5
3953,47:383:493:871,9318,489896,73.4,73.36,73.4,N,45,0,45,1.0,0.0005452562704471954,400,0,5
3954,47:388:052:097,-33923,171367,33.72,33.75,33.72,N,1,0,1,0.0,0.0008888888888889225,455,1,5
3955,47:490:257:081,4876,95715,49.14,49.12,49.25,N,0,0,0,1.0,0.0004071661237785653,74,0,5
3956,47:570:725:063,-716,71294,494.79,494.83,494.69,N,193,8,21,1.0,8.083584261254092e-05,156,1,5
3957,47:621:290:878,-716,71294,494.79,494.83,494.69,N,193,8,21,1.0,8.083584261254092e-05,156,1,5
