,Ts,is,ip,mp,iref,far,zt,zc1,zc2,zc3,fp,pa,symbol,bool,date
2366,50:419:762:336,-5045,110495,37.57,37.58,37.57,N,0,0,0,1.0,0.00026609898882378955,219,1,2
2367,50:428:669:842,5035,63187,33.81,33.79,34.4,N,0,0,0,1.0,0.0005918910920391573,343,0,2
2368,50:450:416:780,2910,25723,49.37,49.3,49.45,N,0,0,0,1.0,0.0014198782961460505,229,0,2
2369,50:480:188:191,-5045,110495,37.57,37.58,37.57,N,0,0,0,1.0,0.00026609898882378955,219,1,2
2370,50:481:044:494,-6049,62422,61.3,61.36,61.17,N,1,0,1,1.0,0.0009778357235984726,191,1,2
2371,50:512:032:827,3179,68813,139.3,139.26,139.3,N,87,3,5,1.0,0.00028723251472081334,289,0,2
2372,50:543:603:039,6375,48815,33.88,33.81,33.88,N,0,0,0,1.0,0.0020703933747412092,443,0,2
2373,50:553:224:602,-3763,72114,33.4,33.42,33.27,N,0,0,0,1.0,0.000598444045481841,149,1,2
2374,50:554:201:475,3032,221619,157.34,157.32,157.34,N,1,0,1,1.0,0.00012712941774733176,87,0,2
2375,50:555:362:436,-6049,62422,61.3,61.36,61.17,N,1,0,1,1.0,0.0009778357235984726,191,1,2
2376,50:580:360:495,-24266,849644,7.33,7.34,7.33,N,25,0,25,0.0,0.0013623978201634586,538,1,2
2377,50:600:047:952,140374,1862548,26.8,26.74,26.84,N,0,0,0,1.0,0.002243829468960444,144,0,2
2378,50:619:555:512,-9648,164575,38.45,38.46,38.45,N,5,0,5,0.0,0.0002600104004159649,307,1,2
2379,50:621:928:157,-3763,72114,33.4,33.42,33.27,N,0,0,0,1.0,0.000598444045481841,149,1,2
2380,50:632:133:930,3101,30586,34.21,34.2,34.21,N,84,0,0,1.0,0.00029239766081865523,553,0,2
2381,50:644:839:632,-22006,343650,22.29,22.3,22.29,N,8,0,0,1.0,0.0004484304932736127,323,1,2
2382,50:646:938:089,3168,85456,34.94,34.92,34.95,N,0,0,0,1.0,0.0005727376861396341,402,0,2
2383,50:675:272:624,-9202,119181,12.76,12.78,12.72,N,0,0,0,1.0,0.0015649452269170245,288,1,2
2384,50:691:963:491,6508,170668,32.65,32.62,32.67,N,0,0,0,1.0,0.0009196811771919418,466,0,2
2385,50:720:530:047,3101,30586,34.21,34.2,34.21,N,84,0,0,1.0,0.00029239766081865523,553,0,2
2386,50:735:581:187,7648,198997,38.54,38.53,38.57,N,0,0,0,1.0,0.0002595380223202183,448,0,2
2387,50:771:142:862,3101,30586,34.21,34.2,34.21,N,84,0,0,1.0,0.00029239766081865523,553,0,2
2388,50:799:653:318,140374,1862548,26.8,26.74,26.84,N,0,0,0,1.0,0.002243829468960444,144,0,2
2389,50:813:712:012,-24266,849644,7.33,7.34,7.33,N,25,0,25,0.0,0.0013623978201634586,538,1,2
2390,50:823:905:776,7675,88322,84.08,84.07,84.08,N,172,11,1,1.0,0.0001189484953015953,98,0,2
2391,50:824:790:718,3181,161969,102.4,102.38,102.42,N,156,0,0,1.0,0.00019535065442479228,171,0,2
2392,50:887:396:657,17310,41484,8.5,8.49,8.51,N,164,0,7,0.0,0.001177856301531188,543,0,2
2393,50:887:493:091,13095,102838,10.68,10.65,10.68,N,13,9,3,1.0,0.002816901408450644,130,0,2
2394,50:910:187:032,3043,17312,88.63,88.62,88.63,N,185,13,8,0.0,0.00011284134506873059,269,0,2
2395,50:917:636:254,5035,63187,33.81,33.79,34.4,N,0,0,0,1.0,0.0005918910920391573,343,0,2
2396,50:917:784:009,-7828,92603,14.74,14.75,14.74,N,228,15,48,1.0,0.0006779661016949008,150,1,2
2397,50:953:878:240,8304,86516,35.02,34.98,35.06,N,0,0,0,1.0,0.0011435105774730205,524,0,2
2398,50:976:136:829,-3763,72114,33.4,33.42,33.27,N,0,0,0,1.0,0.000598444045481841,149,1,2
2399,50:978:025:001,-9648,164575,38.45,38.46,38.45,N,5,0,5,0.0,0.0002600104004159649,307,1,2
2400,50:978:481:392,17310,41484,8.5,8.49,8.51,N,164,0,7,0.0,0.001177856301531188,543,0,2
2401,51:026:994:743,8304,86516,35.02,34.98,35.06,N,0,0,0,1.0,0.0011435105774730205,524,0,2
2402,51:062:201:015,-3763,72114,33.4,33.42,33.27,N,0,0,0,1.0,0.000598444045481841,149,1,2
2403,51:068:048:171,-2759,23043,63.97,64.05,63.75,N,0,0,0,1.0,0.0012490241998438453,165,1,2
2404,51:085:776:301,-16638,89602,16.05,16.07,16.05,N,38,0,35,1.0,0.0012445550715618901,370,1,2
2405,51:092:469:140,-4318,78040,26.04,26.1,26.03,N,0,0,0,1.0,0.002298850574712731,418,1,2
2406,51:099:881:714,13095,102838,10.68,10.65,10.68,N,13,9,3,1.0,0.002816901408450644,130,0,2
2407,51:123:121:154,21854,422947,66.87,66.82,66.87,N,0,0,0,1.0,0.0007482789583958601,126,0,2
2408,51:124:483:189,-2759,23043,63.97,64.05,63.75,N,0,0,0,1.0,0.0012490241998438453,165,1,2
2409,51:126:150:446,-24266,849644,7.33,7.34,7.33,N,25,0,25,0.0,0.0013623978201634586,538,1,2
2410,51:131:664:722,3181,161969,102.4,102.38,102.42,N,156,0,0,1.0,0.00019535065442479228,171,0,2
2411,51:142:591:391,-4318,78040,26.04,26.1,26.03,N,0,0,0,1.0,0.002298850574712731,418,1,2
2412,51:146:738:731,13490,262129,87.28,87.23,87.3,N,0,0,0,1.0,0.0005731972945087373,351,0,2
2413,51:169:372:433,13328,241479,28.51,28.49,28.51,N,0,0,0,1.0,0.0007020007020008118,214,0,2
2414,51:173:574:825,21854,422947,66.87,66.82,66.87,N,0,0,0,1.0,0.0007482789583958601,126,0,2
2415,51:188:295:543,3181,161969,102.4,102.38,102.42,N,156,0,0,1.0,0.00019535065442479228,171,0,2
2416,51:195:071:524,-3289,11548,39.01,39.03,38.99,N,1,0,1,1.0,0.00051242633871389,91,1,2
2417,51:217:225:752,6508,170668,32.65,32.62,32.67,N,0,0,0,1.0,0.0009196811771919418,466,0,2
2418,51:227:000:421,2869,72305,40.67,40.64,40.68,N,167,3,0,1.0,0.0007381889763779807,369,0,2
2419,51:234:691:474,-24266,849644,7.33,7.34,7.33,N,25,0,25,0.0,0.0013623978201634586,538,1,2
2420,51:251:175:476,7675,88322,84.08,84.07,84.08,N,172,11,1,1.0,0.0001189484953015953,98,0,2
2421,51:275:926:113,-6215,180061,49.48,49.49,49.47,N,7,0,6,1.0,0.00020206102242887686,561,1,2
2422,51:278:095:809,-2816,23581,39.82,39.88,39.82,N,148,0,7,1.0,0.0015045135406219225,457,1,2
2423,51:293:718:584,6239,48836,33.88,33.82,33.88,N,0,0,0,1.0,0.001774098166765295,443,0,2
2424,51:303:487:977,6346,201510,41.75,41.74,41.83,N,1,0,1,1.0,0.00023957834211782488,204,0,2
2425,51:308:709:055,6508,170668,32.65,32.62,32.67,N,0,0,0,1.0,0.0009196811771919418,466,0,2
2426,51:330:115:352,-2816,23581,39.82,39.88,39.82,N,148,0,7,1.0,0.0015045135406219225,457,1,2
2427,51:356:832:418,10431,45370,13.45,13.42,13.47,N,0,0,0,1.0,0.002235469448584155,118,0,2
2428,51:360:480:548,-5452,63019,61.3,61.37,61.26,N,1,0,1,1.0,0.0011406224539677414,191,1,2
2429,51:450:664:624,-9081,119302,12.76,12.78,12.72,N,0,0,0,1.0,0.0015649452269170245,288,1,2
2430,51:463:367:374,3061,30626,34.21,34.2,34.21,N,84,0,0,1.0,0.00029239766081865523,553,0,2
2431,51:474:424:024,7732,54088,30.38,30.36,30.38,N,0,0,0,1.0,0.0006587615283267317,512,0,2
2432,51:474:532:061,-21907,343749,22.29,22.3,22.29,N,8,0,0,1.0,0.0004484304932736127,323,1,2
2433,51:509:032:063,8293,143948,53.59,53.58,53.6,N,0,0,0,1.0,0.0001866368047779977,509,0,2
2434,51:529:546:320,3061,30626,34.21,34.2,34.21,N,84,0,0,1.0,0.00029239766081865523,553,0,2
2435,51:532:688:993,-21907,343749,22.29,22.3,22.29,N,8,0,0,1.0,0.0004484304932736127,323,1,2
2436,51:533:722:627,-9081,119302,12.76,12.78,12.72,N,0,0,0,1.0,0.0015649452269170245,288,1,2
2437,51:552:080:750,3932,51868,32.51,32.49,32.56,N,0,0,0,1.0,0.0006155740227761163,44,0,2
2438,51:600:299:749,148868,1854054,26.8,26.73,26.84,N,0,0,0,1.0,0.002618780396558185,144,0,2
2439,51:604:865:173,7425,215942,75.1,75.06,75.1,N,0,0,0,1.0,0.0005329070077270456,226,0,2
2440,51:645:421:504,-3735,72142,33.4,33.42,33.27,N,0,0,0,1.0,0.000598444045481841,149,1,2
2441,51:658:083:529,-2816,23581,39.82,39.88,39.82,N,148,0,7,1.0,0.0015045135406219225,457,1,2
2442,51:679:973:361,-16338,89902,16.05,16.07,16.05,N,38,0,35,1.0,0.0012445550715618901,370,1,2
2443,51:683:079:586,19805,424996,66.87,66.81,66.87,N,0,0,0,1.0,0.000898069151324686,126,0,2
2444,51:702:847:149,-9081,119302,12.76,12.78,12.72,N,0,0,0,1.0,0.0015649452269170245,288,1,2
2445,51:705:940:624,3016,17339,88.63,88.62,88.63,N,185,13,8,0.0,0.00011284134506873059,269,0,2
2446,51:736:216:570,-4982,164963,27.19,27.22,27.12,N,0,0,0,1.0,0.0011021307861865388,75,1,2
2447,51:743:340:970,3061,30626,34.21,34.2,34.21,N,84,0,0,1.0,0.00029239766081865523,553,0,2
2448,51:754:012:096,4952,63270,33.81,33.79,34.4,N,0,0,0,1.0,0.0005918910920391573,343,0,2
2449,51:757:789:627,-2816,23581,39.82,39.88,39.82,N,148,0,7,1.0,0.0015045135406219225,457,1,2
2450,51:770:095:021,3016,17339,88.63,88.62,88.63,N,185,13,8,0.0,0.00011284134506873059,269,0,2
2451,51:774:438:699,3932,51868,32.51,32.49,32.56,N,0,0,0,1.0,0.0006155740227761163,44,0,2
2452,51:782:624:409,3130,68862,139.3,139.26,139.3,N,87,3,5,1.0,0.00028723251472081334,289,0,2
2453,51:786:611:895,-9081,119302,12.76,12.78,12.72,N,0,0,0,1.0,0.0015649452269170245,288,1,2
2454,51:794:537:055,6705,410966,27.68,27.66,27.69,N,1,0,1,1.0,0.0007230657989876925,405,0,2
2455,51:847:067:601,6705,410966,27.68,27.66,27.69,N,1,0,1,1.0,0.0007230657989876925,405,0,2
2456,51:871:821:002,6282,170894,32.64,32.62,32.67,N,0,0,0,1.0,0.0006131207847947005,466,0,2
2457,51:874:621:199,13707,94172,118.7,118.67,119.21,N,0,0,0,1.0,0.0002528018875874369,527,0,2
2458,51:878:214:864,3988,90034,43.06,43.03,43.07,N,154,0,0,1.0,0.0006971880083662826,382,0,2
2459,51:905:443:781,8293,143948,53.59,53.58,53.6,N,0,0,0,1.0,0.0001866368047779977,509,0,2
2460,51:927:463:223,13707,94172,118.7,118.67,119.21,N,0,0,0,1.0,0.0002528018875874369,527,0,2
2461,51:956:089:072,8293,143948,53.59,53.58,53.6,N,0,0,0,1.0,0.0001866368047779977,509,0,2
2462,51:956:823:072,3061,30626,34.21,34.2,34.21,N,84,0,0,1.0,0.00029239766081865523,553,0,2
2463,51:957:194:251,7732,54088,30.38,30.36,30.38,N,0,0,0,1.0,0.0006587615283267317,512,0,2
2464,51:970:236:378,3932,51868,32.51,32.49,32.56,N,0,0,0,1.0,0.0006155740227761163,44,0,2
2465,51:981:841:263,-6215,180061,49.48,49.49,49.47,N,7,0,6,1.0,0.00020206102242887686,561,1,2
2466,52:007:659:604,-5452,63019,61.3,61.37,61.26,N,1,0,1,1.0,0.0011406224539677414,191,1,2
2467,52:051:195:696,-2885,11952,39.02,39.03,38.99,N,1,0,1,1.0,0.000256213169356854,91,1,2
2468,52:054:108:054,-6215,180061,49.48,49.49,49.47,N,7,0,6,1.0,0.00020206102242887686,561,1,2
2469,52:058:851:477,-5452,63019,61.3,61.37,61.26,N,1,0,1,1.0,0.0011406224539677414,191,1,2
2470,52:075:076:084,16418,198615,46.62,46.6,46.64,N,0,0,0,1.0,0.00042918454935613777,8,0,2
2471,52:116:025:886,4952,63270,33.81,33.79,34.4,N,0,0,0,1.0,0.0005918910920391573,343,0,2
2472,52:119:003:401,8293,143948,53.59,53.58,53.6,N,0,0,0,1.0,0.0001866368047779977,509,0,2
2473,52:135:618:516,16418,198615,46.62,46.6,46.64,N,0,0,0,1.0,0.00042918454935613777,8,0,2
2474,52:172:630:928,8293,143948,53.59,53.58,53.6,N,0,0,0,1.0,0.0001866368047779977,509,0,2
2475,52:187:760:664,6251,170925,32.65,32.62,32.67,N,0,0,0,1.0,0.0009196811771919418,466,0,2
2476,52:227:952:561,2968,17387,88.63,88.62,88.63,N,185,13,8,0.0,0.00011284134506873059,269,0,2
2477,52:236:597:200,-16338,89902,16.05,16.07,16.05,N,38,0,35,1.0,0.0012445550715618901,370,1,2
2478,52:266:459:240,-2928,79722,56.71,56.76,56.69,N,0,0,0,1.0,0.0008809020436926913,59,1,2
2479,52:268:847:722,-5452,63019,61.3,61.37,61.26,N,1,0,1,1.0,0.0011406224539677414,191,1,2
2480,52:270:507:629,-9568,164655,38.45,38.46,38.45,N,5,0,5,0.0,0.0002600104004159649,307,1,2
2481,52:312:541:446,12398,288825,14.13,14.12,14.14,N,0,0,0,1.0,0.0007082152974505357,461,0,2
2482,52:326:551:475,2968,17387,88.63,88.62,88.63,N,185,13,8,0.0,0.00011284134506873059,269,0,2
2483,52:355:930:812,-24036,849874,7.33,7.34,7.33,N,25,0,25,0.0,0.0013623978201634586,538,1,2
2484,52:378:818:409,12398,288825,14.13,14.12,14.14,N,0,0,0,1.0,0.0007082152974505357,461,0,2
2485,52:385:637:092,-21661,343995,22.29,22.3,22.29,N,8,0,0,1.0,0.0004484304932736127,323,1,2
2486,52:415:206:874,-24036,849874,7.33,7.34,7.33,N,25,0,25,0.0,0.0013623978201634586,538,1,2
2487,52:418:978:843,-10754,270069,89.76,89.77,89.75,N,4,0,4,0.0,0.00011139578923906545,446,1,2
2488,52:422:549:598,4771,63451,33.81,33.76,34.4,N,0,0,0,1.0,0.0014810426540285623,343,0,2
2489,52:460:036:393,2717,25916,49.37,49.3,49.45,N,0,0,0,1.0,0.0014198782961460505,229,0,2
2490,52:511:760:492,7721,144520,53.59,53.58,53.6,N,0,0,0,1.0,0.0001866368047779977,509,0,2
2491,52:528:350:629,6700,106603,42.66,42.64,42.66,N,36,0,24,1.0,0.0004690431519698879,209,0,2
2492,52:534:364:289,-5407,275877,40.72,40.73,40.7,N,82,4,74,1.0,0.0002455192732629023,34,1,2
2493,52:542:800:465,-4132,165813,27.21,27.22,27.13,N,0,0,0,1.0,0.0003673769287288027,75,1,2
2494,52:562:429:295,7721,144520,53.59,53.58,53.6,N,0,0,0,1.0,0.0001866368047779977,509,0,2
2495,52:595:603:553,12569,103364,10.68,10.65,10.68,N,13,9,3,1.0,0.002816901408450644,130,0,2
2496,52:622:338:630,-21661,343995,22.29,22.3,22.29,N,8,0,0,1.0,0.0004484304932736127,323,1,2
2497,52:630:372:887,4771,63451,33.81,33.76,34.4,N,0,0,0,1.0,0.0014810426540285623,343,0,2
2498,52:648:728:608,3068,85556,34.94,34.92,34.95,N,0,0,0,1.0,0.0005727376861396341,402,0,2
2499,52:666:509:445,-6106,180170,49.48,49.49,49.47,N,7,0,6,1.0,0.00020206102242887686,561,1,2
2500,52:702:823:073,32342,298555,13.07,13.06,13.1,N,0,0,0,1.0,0.0007656967840734906,17,0,2
2501,52:703:702:324,12398,288825,14.13,14.12,14.14,N,0,0,0,1.0,0.0007082152974505357,461,0,2
2502,52:706:452:512,3068,85556,34.94,34.92,34.95,N,0,0,0,1.0,0.0005727376861396341,402,0,2
2503,52:755:524:514,-5167,63304,61.3,61.37,61.26,N,1,0,1,1.0,0.0011406224539677414,191,1,2
2504,52:758:355:946,-3594,111946,37.57,37.58,37.57,N,0,0,0,1.0,0.00026609898882378955,219,1,2
2505,52:766:426:111,12398,288825,14.13,14.12,14.14,N,0,0,0,1.0,0.0007082152974505357,461,0,2
2506,52:767:062:565,4771,63451,33.81,33.76,34.4,N,0,0,0,1.0,0.0014810426540285623,343,0,2
2507,52:781:934:086,8841,69433,90.34,90.31,90.44,N,0,0,0,1.0,0.0003321891263426103,112,0,2
2508,52:787:547:991,10725,620175,186.96,186.86,186.96,N,10,4,2,1.0,0.0005351600128438098,172,0,2
2509,52:834:831:512,19700,425101,66.87,66.81,66.87,N,0,0,0,1.0,0.000898069151324686,126,0,2
2510,52:853:536:828,-15710,90530,16.05,16.07,16.05,N,38,0,35,1.0,0.0012445550715618901,370,1,2
2511,52:857:328:855,-3594,111946,37.57,37.58,37.57,N,0,0,0,1.0,0.00026609898882378955,219,1,2
2512,52:864:816:916,2717,25916,49.37,49.3,49.45,N,0,0,0,1.0,0.0014198782961460505,229,0,2
2513,52:866:507:819,4771,63451,33.81,33.76,34.4,N,0,0,0,1.0,0.0014810426540285623,343,0,2
2514,52:910:449:465,12569,103364,10.68,10.65,10.68,N,13,9,3,1.0,0.002816901408450644,130,0,2
2515,53:017:848:023,12398,288825,14.13,14.12,14.14,N,0,0,0,1.0,0.0007082152974505357,461,0,2
2516,53:022:369:486,10592,244215,28.51,28.49,28.51,N,0,0,0,1.0,0.0007020007020008118,214,0,2
2517,53:027:731:857,-7282,92749,14.74,14.74,14.74,N,228,15,48,1.0,0.0,150,1,2
2518,53:031:901:097,19700,425101,66.87,66.81,66.87,N,0,0,0,1.0,0.000898069151324686,126,0,2
2519,53:035:266:229,-8327,120056,12.76,12.78,12.72,N,0,0,0,1.0,0.0015649452269170245,288,1,2
2520,53:044:021:147,-3873,23822,35.68,35.7,35.68,N,95,0,28,1.0,0.0005602240896359419,50,1,2
2521,53:094:816:582,-3873,23822,35.68,35.7,35.68,N,95,0,28,1.0,0.0005602240896359419,50,1,2
2522,53:095:841:848,19700,425101,66.87,66.81,66.87,N,0,0,0,1.0,0.000898069151324686,126,0,2
2523,53:118:645:447,-7282,92749,14.74,14.74,14.74,N,228,15,48,1.0,0.0,150,1,2
2524,53:157:152:381,-3873,23822,35.68,35.7,35.68,N,95,0,28,1.0,0.0005602240896359419,50,1,2
2525,53:160:099:006,6356,107920,26.78,26.77,26.78,N,0,0,0,1.0,0.0003735524841240778,467,0,2
2526,53:169:070:798,-7282,92749,14.74,14.74,14.74,N,228,15,48,1.0,0.0,150,1,2
2527,53:197:515:653,4771,63451,33.81,33.76,34.4,N,0,0,0,1.0,0.0014810426540285623,343,0,2
2528,53:208:150:590,-3873,23822,35.68,35.7,35.68,N,95,0,28,1.0,0.0005602240896359419,50,1,2
2529,53:228:537:416,-5086,63385,61.3,61.37,61.26,N,1,0,1,1.0,0.0011406224539677414,191,1,2
2530,53:262:090:082,2717,25916,49.37,49.3,49.45,N,0,0,0,1.0,0.0014198782961460505,229,0,2
2531,53:285:305:647,18568,462504,91.01,90.96,91.02,N,0,0,0,1.0,0.0005496921723835903,131,0,2
2532,53:297:245:472,-2734,24961,35.68,35.71,35.68,N,95,0,28,1.0,0.0008401008120974835,50,1,2
2533,53:323:187:818,-3333,112207,37.57,37.58,37.57,N,0,0,0,1.0,0.00026609898882378955,219,1,2
2534,53:329:651:902,7274,71000,90.34,90.31,90.41,N,0,0,0,1.0,0.0003321891263426103,112,0,2
2535,53:342:895:747,10562,244245,28.51,28.49,28.51,N,0,0,0,1.0,0.0007020007020008118,214,0,2
2536,53:347:768:049,18568,462504,91.01,90.96,91.02,N,0,0,0,1.0,0.0005496921723835903,131,0,2
2537,53:389:259:008,7274,71000,90.34,90.31,90.41,N,0,0,0,1.0,0.0003321891263426103,112,0,2
2538,53:398:348:883,18568,462504,91.01,90.96,91.02,N,0,0,0,1.0,0.0005496921723835903,131,0,2
2539,53:403:179:949,18354,174018,17.33,17.29,17.36,N,0,0,0,1.0,0.002313475997686475,474,0,2
2540,53:454:141:425,18354,174018,17.33,17.29,17.36,N,0,0,0,1.0,0.002313475997686475,474,0,2
2541,53:469:678:328,11908,289315,14.13,14.12,14.14,N,0,0,0,1.0,0.0007082152974505357,461,0,2
2542,53:488:116:723,7661,54159,30.38,30.36,30.38,N,0,0,0,1.0,0.0006587615283267317,512,0,2
2543,53:489:584:333,-15697,90543,16.05,16.07,16.05,N,38,0,35,1.0,0.0012445550715618901,370,1,2
2544,53:519:947:366,12345,103588,10.68,10.65,10.68,N,13,9,3,1.0,0.002816901408450644,130,0,2
2545,53:532:142:846,7312,88685,84.08,84.07,84.08,N,172,11,1,1.0,0.0001189484953015953,98,0,2
2546,53:546:620:917,7159,199486,38.55,38.53,38.57,N,0,0,0,1.0,0.0005190760446404366,448,0,2
2547,53:596:781:919,11908,289315,14.13,14.12,14.14,N,0,0,0,1.0,0.0007082152974505357,461,0,2
2548,53:629:280:287,11015,340826,9.18,9.18,9.2,N,18,0,18,0.0,0.0,376,0,2
2549,53:633:270:471,-2867,11970,39.02,39.03,38.99,N,1,0,1,1.0,0.000256213169356854,91,1,2
2550,53:651:760:183,3775,52025,32.51,32.49,32.55,N,0,0,0,1.0,0.0006155740227761163,44,0,2
2551,53:653:844:039,8291,99654,24.45,24.44,24.49,N,0,0,0,1.0,0.00040916530278224265,429,0,2
2552,53:729:895:553,8291,99654,24.45,24.44,24.49,N,0,0,0,1.0,0.00040916530278224265,429,0,2
2553,53:755:698:725,-23781,850129,7.33,7.34,7.33,N,25,0,25,0.0,0.0013623978201634586,538,1,2
2554,53:759:159:795,-5086,63385,61.3,61.37,61.26,N,1,0,1,1.0,0.0011406224539677414,191,1,2
2555,53:784:778:556,-21645,344011,22.29,22.3,22.29,N,8,0,0,1.0,0.0004484304932736127,323,1,2
2556,53:803:768:425,-5581,180695,49.47,49.49,49.47,N,7,0,6,1.0,0.0004041220448576101,561,1,2
2557,53:809:262:124,-3457,72420,33.4,33.42,33.34,N,0,0,0,1.0,0.000598444045481841,149,1,2
2558,53:810:442:604,12345,103588,10.68,10.65,10.68,N,13,9,3,1.0,0.002816901408450644,130,0,2
2559,53:823:201:203,11908,289315,14.13,14.12,14.14,N,0,0,0,1.0,0.0007082152974505357,461,0,2
2560,53:842:427:895,-5086,63385,61.3,61.37,61.26,N,1,0,1,1.0,0.0011406224539677414,191,1,2
2561,53:844:606:730,6224,170952,32.65,32.62,32.67,N,0,0,0,1.0,0.0009196811771919418,466,0,2
2562,53:850:245:664,-23781,850129,7.33,7.34,7.33,N,25,0,25,0.0,0.0013623978201634586,538,1,2
2563,53:860:060:934,-21645,344011,22.29,22.3,22.29,N,8,0,0,1.0,0.0004484304932736127,323,1,2
2564,53:870:539:407,-5581,180695,49.47,49.49,49.47,N,7,0,6,1.0,0.0004041220448576101,561,1,2
2565,53:876:163:909,11908,289315,14.13,14.12,14.14,N,0,0,0,1.0,0.0007082152974505357,461,0,2
2566,53:878:612:705,12345,103588,10.68,10.65,10.68,N,13,9,3,1.0,0.002816901408450644,130,0,2
2567,53:897:650:706,11015,340826,9.18,9.18,9.2,N,18,0,18,0.0,0.0,376,0,2
2568,53:900:822:547,6914,68612,15.11,15.09,15.11,N,0,0,0,1.0,0.001325381047050999,507,0,2
2569,53:918:710:470,-9567,164656,38.45,38.46,38.45,N,5,0,5,0.0,0.0002600104004159649,307,1,2
2570,53:919:494:916,6224,170952,32.65,32.62,32.67,N,0,0,0,1.0,0.0009196811771919418,466,0,2
2571,53:926:142:133,-5581,180695,49.47,49.49,49.47,N,7,0,6,1.0,0.0004041220448576101,561,1,2
2572,53:931:280:744,12345,103588,10.68,10.65,10.68,N,13,9,3,1.0,0.002816901408450644,130,0,2
2573,53:950:945:142,6914,68612,15.11,15.09,15.11,N,0,0,0,1.0,0.001325381047050999,507,0,2
2574,53:981:892:790,12345,103588,10.68,10.65,10.68,N,13,9,3,1.0,0.002816901408450644,130,0,2
2575,53:995:322:713,-9567,164656,38.45,38.46,38.45,N,5,0,5,0.0,0.0002600104004159649,307,1,2
2576,54:002:498:269,-5086,63385,61.3,61.37,61.26,N,1,0,1,1.0,0.0011406224539677414,191,1,2
2577,54:008:872:188,-23781,850129,7.33,7.34,7.33,N,25,0,25,0.0,0.0013623978201634586,538,1,2
2578,54:009:757:311,2742,142830,54.53,54.52,54.55,N,5,0,5,0.5433333333333333,0.0001834189288334191,563,0,2
2579,54:010:829:124,2646,193671,125.7,125.68,125.72,N,20,0,0,1.0,0.00015913430935706572,426,0,2
2580,54:048:186:243,23380,341054,9.18,9.17,9.2,N,18,0,18,0.0,0.0010905125408941971,376,0,2
2581,54:055:058:882,7312,88685,84.08,84.07,84.08,N,172,11,1,1.0,0.0001189484953015953,98,0,2
2582,54:059:290:431,-23781,850129,7.33,7.34,7.33,N,25,0,25,0.0,0.0013623978201634586,538,1,2
2583,54:059:373:816,11908,289315,14.13,14.12,14.14,N,0,0,0,1.0,0.0007082152974505357,461,0,2
2584,54:064:150:382,5801,110463,82.87,82.79,83.03,N,0,0,0,1.0,0.0009663002778113092,71,0,2
2585,54:068:677:257,-2867,11970,39.02,39.03,38.99,N,1,0,1,1.0,0.000256213169356854,91,1,2
2586,54:087:219:741,-9154,165069,38.45,38.46,38.45,N,5,0,5,0.0,0.0002600104004159649,307,1,2
2587,54:098:089:420,-15697,90543,16.05,16.07,16.05,N,38,0,35,1.0,0.0012445550715618901,370,1,2
2588,54:111:172:068,2641,25992,49.37,49.3,49.44,N,0,0,0,1.0,0.0014198782961460505,229,0,2
2589,54:111:826:594,11772,104161,10.68,10.65,10.68,N,13,9,3,1.0,0.002816901408450644,130,0,2
2590,54:127:422:416,7312,88685,84.08,84.07,84.08,N,172,11,1,1.0,0.0001189484953015953,98,0,2
2591,54:147:094:089,-9154,165069,38.45,38.46,38.45,N,5,0,5,0.0,0.0002600104004159649,307,1,2
2592,54:148:731:018,-15697,90543,16.05,16.07,16.05,N,38,0,35,1.0,0.0012445550715618901,370,1,2
2593,54:556:061:420,-3456,72421,33.4,33.42,33.34,N,0,0,0,1.0,0.000598444045481841,149,1,2
2594,54:574:151:801,2855,193547,125.7,125.66,125.72,N,20,0,0,1.0,0.00031831927423210454,426,0,2
2595,54:614:197:010,-43763,440209,6.57,6.58,6.57,N,5,0,5,0.0,0.0015197568389057428,178,1,2
2596,54:617:738:347,-2827,12010,39.02,39.03,38.99,N,1,0,1,1.0,0.000256213169356854,91,1,2
2597,54:721:110:802,11772,104161,10.68,10.65,10.68,N,13,9,3,1.0,0.002816901408450644,130,0,2
2598,54:759:802:831,-3456,72421,33.4,33.42,33.34,N,0,0,0,1.0,0.000598444045481841,149,1,2
2599,54:763:709:022,-5483,180793,49.47,49.49,49.47,N,7,0,6,1.0,0.0004041220448576101,561,1,2
2600,54:836:021:839,51618,925649,36.89,36.86,36.9,N,152,0,0,1.0,0.000813890396093357,277,0,2
2601,54:855:447:888,2641,25992,49.37,49.3,49.44,N,0,0,0,1.0,0.0014198782961460505,229,0,2
2602,54:856:917:879,-3456,72421,33.4,33.42,33.34,N,0,0,0,1.0,0.000598444045481841,149,1,2
2603,54:880:035:942,-9154,165069,38.45,38.46,38.45,N,5,0,5,0.0,0.0002600104004159649,307,1,2
2604,54:961:045:225,3670,90352,43.06,43.04,43.07,N,154,0,0,1.0,0.00046468401486996115,382,0,2
2605,54:995:525:855,5371,412300,27.68,27.66,27.69,N,1,0,1,1.0,0.0007230657989876925,405,0,2
2606,55:010:979:562,-23500,850410,7.33,7.34,7.33,N,25,0,25,0.0,0.0013623978201634586,538,1,2
2607,55:012:674:179,3670,90352,43.06,43.04,43.07,N,154,0,0,1.0,0.00046468401486996115,382,0,2
2608,55:019:988:560,30683,120395,54.69,54.65,54.92,N,0,0,0,1.0,0.0007319304666056569,313,0,2
2609,55:020:204:168,-5483,180793,49.47,49.49,49.47,N,7,0,6,1.0,0.0004041220448576101,561,1,2
